499.9969482	1.7621536	58.9406319	4.6755829	0.2960575	1.3186241	49.5313911
205.0830231	1.7270623	113.1781006	3.601193	0.2659864	1.1140702	60.3780403
485.7391968	4.7449918	63.7536926	3.2697082	0.4978587	6.8435845	13.1785736
475.2355957	-2.5730073	103.5653839	5.6430759	0.1025045	0.2103103	1.1166573
499.9996948	-5.8148203	97.6192017	6.6952744	0.1643584	5.2016859	70.1168518
174.9568939	-2.4942136	54.4920082	4.7149034	0.1094172	3.4489465	22.1358833
259.1196899	-1.1582934	66.0080566	7.3306198	0.1531275	3.5236502	10.4195299
165.7036743	-1.7247592	57.4029312	4.7173896	0.1052588	3.6227605	7.9567728
499.0809326	-8.6949368	171.7279205	1.344306	0.2800559	1.0752809	8.0952663
499.0187378	-4.7695293	164.9368744	6.3979888	0.178564	4.4397511	2.5910079
348.682373	3.817595	32.6573486	2.7785354	0.387536	2.9842594	5.2726936
489.2219238	2.3233771	19.0478477	3.3250971	0.4104857	2.9770308	6.4401135
488.9425354	2.8770957	19.4664593	2.6266322	0.4709046	2.2287903	1.0168841
499.9877014	4.7245607	39.2324066	2.7110775	0.6298876	3.3734016	5.8646598
277.3149109	2.6338813	22.4667168	3.6492059	0.4283739	0.661599	14.6331205
152.2548065	-9.9595242	105.2727966	2.665144	0.2070898	0.8416461	94.6881943
202.1268768	2.160413	17.762352	2.9790342	0.543174	6.8450727	157.8355255
66.9818039	3.1976471	151.8522644	5.5342145	0.1705366	1.061085	48.1477394
166.8829956	5.7452674	117.4428101	9.9680529	0.3271059	1.9955753	67.4469299
234.4987183	1.914131	156.2351227	1.1732099	0.1771416	1.3876013	43.7648735
186.4547424	-3.3177423	80.0711288	4.4865322	0.228215	2.28671	77.4757767
274.6863403	3.8945408	138.2527466	8.0565987	0.5785773	4.3400807	61.7472458
497.8528442	-9.9950638	100	1.0346379	0.1767454	4.436799	99.9991455
204.8331757	0.6818361	112.1787872	2.2503505	0.1007048	8.9911366	87.8211823
499.9653625	-0.1295877	88.0041046	2.1532195	0.3802133	2.2087359	40.6076965
341.2962341	-0.5317112	13.7212238	3.1329651	0.3450605	6.6821022	0.0003462
499.8842773	0.3606732	68.0057068	3.4686401	0.3541619	4.3358541	12.5906658
408.2380981	1.7196627	29.5907211	2.7434182	0.4302525	2.0441022	7.2872353
236.6968384	-1.2714341	61.168396	3.9305005	0.3180621	1.3452103	18.6158314
296.6672974	0.2822271	48.3923607	4.2633014	0.3535932	1.7072759	18.1313477
386.8828735	0.7352371	34.9079018	2.6550589	0.4122462	3.0820653	56.34478
262.2361145	0.7519248	13.9627571	2.5998704	0.4056997	2.8549819	24.0008698
494.9992676	2.1109977	92.1421204	3.7714183	0.3965442	7.8946214	99.7756653
493.3422241	2.9420478	66.4314423	2.3070445	0.4171241	0.8083431	22.409771
329.4237976	1.1272911	48.8935814	5.3433633	0.3670488	1.551511	28.9035912
499.6892395	-3.5877893	69.1650085	2.7366054	0.1711088	5.4336677	61.6402931
498.9474487	5.0098715	181.2549438	1.3115897	0.4720302	2.0867	18.2823658
303.3040771	1.7526978	22.3903885	2.6666472	0.4800696	7.3056865	14.8054066
218.2867126	2.1143985	198.0826569	5.5833721	0.3460528	2.398711	1.9173398
455.151001	-0.2698924	173.8857727	7.3580046	0.1987924	3.6467059	26.1142254
205.6107178	2.7353137	91.721405	3.4637508	0.3234392	1.0902314	15.1251278
463.194397	0.3989802	199.6603699	7.1113358	0.2847015	1.6235971	0.2969196
317.4170837	2.3776245	193.2409973	0.7737252	0.3898982	1.8638711	0.5708561
1.0002322	8.1957674	156.0802307	4.219614	0.1000471	1.530365	43.9192581
216.3500824	1.0160763	68.4994202	4.2164307	0.2961779	2.0542297	47.7727661
153.0141296	-0.1608883	163.9212646	6.5726767	0.2042034	2.8689001	36.078743
368.1817627	2.236824	96.7920914	9.9664049	0.3871832	1.5183437	103.2079086
197.2663269	-0.0691557	26.0797539	3.0412393	0.3305845	0.795357	0.0013773
255.6480713	0.3912266	34.4098701	3.593379	0.3308851	3.190784	10.6164122
370.624939	-0.3963011	90.5394363	5.759974	0.2990232	2.2815695	22.1133881
247.5357513	-0.2808055	40.6270065	3.8238168	0.2960025	2.0390139	0.8754852
333.6354675	0.9063292	71.8080368	5.1752496	0.3188927	2.7517347	18.8879738
322.6086731	-1.882926	122.8275681	9.97332	0.2523487	1.2069554	77.1724319
276.8411865	-0.9047815	83.982933	7.891397	0.2550169	1.0220929	2.8920238
303.4427185	-1.7027385	99.9991455	9.9993458	0.2422805	1.1010556	15.5883741
308.0494995	-0.8884507	97.9547424	9.3610029	0.2565362	1.335289	1.3850684
242.5049133	-0.9850802	99.3634338	7.4682803	0.2561247	1.2529607	0.1987498
267.9405212	-0.726203	83.4374084	8.2840767	0.2611417	1.0190135	7.0775704
499.9960327	0.2465641	90.1759033	3.6452458	0.2667527	2.0980685	8.5476923
321.1923218	0.6970733	71.9861679	8.6699657	0.3702652	2.3337014	96.774826
313.3895264	-2.102304	93.7830353	5.4875274	0.2858332	1.2130179	41.3760452
318.9524841	-0.5070692	72.8502274	3.717576	0.3666145	3.461365	11.5549173
308.8994141	0.2939833	113.1813202	8.1719456	0.2697259	1.2086017	7.172781
287.6547852	0.2963126	38.2654877	4.3560424	0.3814604	1.4782462	46.2784119
267.1430359	0.5398934	97.3062897	5.7585115	0.3951079	1.5290573	11.1479092
224.6118774	1.4589443	39.1211853	5.2710834	0.4162607	1.6368574	28.6267929
333.611084	3.4833674	59.0818939	8.4117718	0.41293	1.7384633	12.9494934
459.8551941	1.3843532	17.9644814	5.7223454	0.4481851	1.6920066	5.5208626
497.5789795	1.7460363	30.0201645	7.4339924	0.4091775	1.9027464	19.3083305
499.8570251	3.6043718	46.4513855	1.0218582	0.748911	7.6010809	16.4928341
263.5600281	0.7170373	21.5983868	6.5621357	0.3626412	1.9439625	0.4642589
227.694397	0.4687	77.1700439	3.1332629	0.3241509	3.2311745	4.79387
184.5628052	-0.4801106	66.0551682	5.3665633	0.2538358	3.9369092	27.3432693
334.4664307	-0.7082901	78.5975571	3.5404491	0.2557	1.9113657	0.2284262
202.684845	-0.3259932	49.2164307	3.1776953	0.2168664	6.2137966	18.0143833
150.0273285	-6.4811444	99.3927231	3.1404331	0.2142435	8.1993561	0.0032881
497.7379761	2.7262969	65.245079	2.4936545	0.3603795	1.2499951	23.0447941
116.4323959	5.7272215	55.5873184	3.538753	0.3708052	1.802173	17.0053825
499.4588318	-3.3891947	93.1766815	3.188056	0.3062494	7.5919266	36.4028702
215.7009735	0.5881677	13.9945068	2.0534806	0.3087252	0.6980953	0.8090087
368.5305176	-0.6154552	32.8336678	3.1934781	0.306785	1.6741109	7.0361676
499.9889526	3.9486697	141.8525085	1.4867718	0.3601374	6.5742359	45.6598129
257.8232422	-0.3780318	35.5254478	3.6381814	0.2909715	3.6018486	6.3917332
499.9939575	-1.8838947	48.3351822	1.9466444	0.2941255	2.2650373	14.8977032
496.5110168	3.5361691	110.7849045	1	0.3376257	0.2625048	89.2098999
366.3522949	-2.1816909	47.2249451	1.9999428	0.2991233	0.2136517	0.0180075
158.987793	0.4192361	2.7600181	1.9999952	0.319651	2.3545475	28.5589085
499.8835449	-3.5715599	17.9845352	2.0858879	0.292397	0.7163193	1.6795669
446.461853	-0.9530382	27.075264	3.668576	0.1839003	0.7059059	0.7402825
499.0289307	1.0374813	78.006813	4.7477036	0.2820985	3.7198269	46.1053772
499.7038574	1.397042	6.171803	3.2324533	0.49804	2.6810124	0.0318593
1.0001296	1.2668222	125.4286652	3.6001441	0.1481826	1.8787533	49.2757988
199.0247498	0.7406485	11.7726564	4.3921652	0.3432768	1.6147485	4.0121698
383.8899536	1.7503284	50.8339119	5.0714941	0.3539757	1.6684158	40.2008629
126.5982361	1.5763693	52.7105827	3.5504179	0.2351446	1.8290265	19.2698288
167.3762512	0.4448488	38.9949532	4.1032486	0.270595	1.5391736	1.4524021
154.3040466	6.4391041	168.2306824	1.2344615	0.3308925	1.1419935	1.6432405
189.8695984	2.4873796	92.9510727	1.2226738	0.2959123	2.9208107	29.1693363
55.7387657	4.7508574	67.5886536	4.0977178	0.2311237	1.7117548	53.4487
127.1096802	0.8829511	45.1383514	4.5091066	0.2671165	1.8547055	8.6298351
335.3286743	1.2777849	64.6948853	3.6429849	0.3135056	3.6485298	6.2656555
229.0014648	-0.2475638	57.8935852	4.54073	0.4071639	2.4445744	49.3313255
226.2731323	1.0061316	39.5383987	3.476752	0.3731022	2.0220575	10.1040688
153.5515442	-0.679424	114.2180481	6.3067198	0.2071951	2.4440105	81.7829895
121.7220001	-1.5145283	154.7520294	4.353857	0.1962433	2.6440902	43.8925133
389.1566772	-1.684613	99.8241882	1.0000331	0.2681615	4.4392142	99.8712311
20.2993507	-8.1928349	102.5501709	4.609457	0.2116095	0.7582328	97.3171082
294.7099915	-2.0370893	29.8324127	3.2132552	0.1136037	4.0219173	10.7588205
240.5418091	-8.5834503	17.8598156	4.3773723	0.1689456	4.0312572	15.0462646
247.2377319	-5.441669	82.9062195	1.1344275	0.3997787	6.8603535	76.3882065
499.9992676	-9.9997177	17.6669445	3.4721813	0.3295354	6.2904539	104.2385712
31.7912521	-0.4850044	25.8435402	2.2849894	1.1677399	4.2452908	174.1563721
499.8713989	3.237977	33.9153519	1.3760355	0.7954326	1.1442945	4.0866508
394.7934875	-0.6857067	23.6170292	2.7387648	0.7448596	0.6992117	0.8512373
1.058553	2.8623562	12.6872778	3.2495785	0.120413	2.496201	99.5851135
2.5157466	4.2609153	115.6000519	4.3923254	0.3274398	1.3549271	46.7658577
1.0109421	3.860672	134.3739929	2.5565071	0.2436692	1.9178948	65.5463791
228.129425	0.3996556	38.0966187	5.7827101	0.3549421	2.9554377	37.2790604
181.7101288	1.3737664	49.4502411	7.6240344	0.435945	3.673034	21.0004902
128.8050079	1.3190747	81.9786453	2.3776319	0.5381819	4.9998918	20.7400036
189.3294067	-6.2024536	108.0409775	9.9999609	0.3839688	6.7486324	91.9055328
164.1077881	-5.7477736	99.1971741	7.5234785	0.4064122	8.2316198	63.5396004
316.7612305	-3.3965719	0.8539796	9.1048746	0.3756367	6.5147038	196.724823
112.2567215	-1.5028104	30.3904457	3.4099302	0.3873065	5.9454556	31.3546333
157.3856506	9.9999771	144.8940735	7.3838019	0.2849852	1.4091597	37.9199905
499.4934998	1.403873	122.0203018	2.2321677	0.100286	7.3274164	51.0163841
226.1620789	-0.5737323	71.0173874	2.4795623	0.125892	0.4662409	0.2735389
