0.664978	0.5508057	0.6269189
0.5814391	0.5364706	0.5671084
0.6506409	0.6715473	0.65872
0.6279471	0.6396442	0.6323121
0.4911621	0.5541971	0.5172303
0.493335	0.4148655	0.4640559
0.6077554	0.5998897	0.6045908
0.6409391	0.6096273	0.6286691
0.6567844	0.6543015	0.6558984
0.6603513	0.6603246	0.6603433
0.665044	0.5820286	0.6388162
0.2350034	0.2578769	0.2440474
0.7104688	0.5946658	0.656036
0.6763678	0.5433535	0.6223978
0.4754425	0.5288708	0.5014499
0.6977432	0.6834824	0.6919925
0.4637171	0.571014	0.5123536
0.5501411	0.6442758	0.5901975
0.4059256	0.671354	0.5424714
0.4089542	0.621816	0.5107663
0.1976191	0.4906645	0.3347824
0.5280635	0.5080863	0.5185151
0.6978932	0.1995925	0.3695084
0.4651521	0.3209097	0.419648
0.439348	0.6144073	0.5431315
0.4403374	0.5445407	0.501694
0.5434433	0.6669315	0.5969717
0.5169895	0.6803764	0.5766135
0.2237142	0.4211619	0.336393
0.5132965	0.6932585	0.5705555
0.6083317	0.6745663	0.6318481
0.3145933	0.6614069	0.4353813
0.2682505	0.1367214	0.2226223
0.26492	0.2661486	0.2654255
0.2933593	0.2954597	0.2945316
0.1453778	0.0646924	0.1120338
0.2417381	0.1232892	0.1920069
0.1245783	-0.01989528	0.06919371
0.1935007	0.05182617	0.1320304
0.2818328	0.1150281	0.1820559
0.2127133	0.1163989	0.1625533
0.5548851	0.3936753	0.4694561
0.3775319	0.3843219	0.3805219
0.3276542	0.2803955	0.3082242
0.3647548	0.2889736	0.3255565
0.2288996	0.3160071	0.2749884
0.06718151	0.2323076	0.1911568
0.5624722	0.4229285	0.4797934
0.5357283	0.4757004	0.4982991
0.4406807	0.5941206	0.5442144
0.5734715	0.4266087	0.486787
0.6112827	0.4487003	0.5309809
0.5507144	0.4771592	0.5143422
0.4093375	0.3379077	0.3734298
0.6479178	0.4110514	0.5343543
0.6265513	0.4870755	0.5648572
0.050475	0.182808	0.1189278
0.1361883	0.05361675	0.09878025
0.2443988	0.1537505	0.2101745
-0.08333804	0.6708906	0.3989301
0.1290732	0.2752874	0.2214164
0.3044607	0.3611553	0.3304692
0.4766428	0.3212707	0.4109334
0.7512605	0.3417562	0.6789662
0.7077695	0.2996385	0.6296645
0.6194173	0.2671338	0.5359051
0.4427903	0.4369516	0.4409695
0.591683	0.516225	0.5750543
0.5655872	0.5767768	0.5700317
0.4644406	0.4853239	0.471789
0.5092691	0.3976708	0.4669625
0.5469807	0.4826067	0.5289558
0.5099346	0.6148187	0.5530979
0.4275835	0.5697966	0.4810302
0.2477846	0.4053711	0.2868769
0.4939438	0.4591264	0.4847243
0.5262428	0.4517652	0.501408
0.4381866	0.2903547	0.3993995
0.4637939	0.3426622	0.4273289
0.1864304	0.3263556	0.2226946
0.01085427	-0.01682884	0.00749409
0.5426957	0.3998581	0.5078224
0.5099078	0.256675	0.4578856
0.4884761	0.4336326	0.466988
0.545877	0.5244422	0.5379593
0.4661573	0.4907412	0.4778123
0.557457	0.3896094	0.5091335
0.5742313	0.4287535	0.5148021
0.5661358	0.4375631	0.5232175
0.3350138	0.1427093	0.2917004
-0.01793082	0.05248912	0.007768595
0.04908652	-0.03043365	0.03916624
0.1096726	0.2041179	0.1280257
0.05186816	-0.02183649	0.03272957
0.2454918	0.3422173	0.2843611
0.4524838	0.202244	0.3854531
0.3361713	0.4628333	0.3758511
0.162445	0.2650338	0.2212196
0.04645484	0.1161223	0.07510406
-0.03928081	0.2269091	0.1033907
0.132159	0.5808212	0.4090328
0.5657334	0.3935431	0.5245311
0.5592318	0.3994716	0.5232026
0.423112	0.4834772	0.4441764
0.4467665	0.5468584	0.4861897
0.4887896	0.6377299	0.5547548
0.3051455	0.442438	0.3845297
0.8290051	0.771767	0.8113174
0.7539352	0.6616048	0.7247456
0.6025334	0.4968212	0.5714928
0.7202361	0.7164462	0.719365
0.6871229	0.5846023	0.655183
0.5903391	0.5416885	0.5762187
0.5792675	0.5791594	0.5792277
0.7079613	0.6312883	0.687347
0.6077544	0.5904744	0.6006407
0.7081278	0.6675678	0.6922466
0.7998545	0.7964698	0.798463
0.7575584	0.7211435	0.7422884
0.6846748	0.6664202	0.6778573
0.7424518	0.688055	0.7244163
0.6974284	0.6082909	0.6593171
0.4693351	0.4574689	0.4629831
0.4404838	0.3421523	0.4104048
