        0.509     292.350
        0.509     292.350
        0.509     292.350
        0.507     302.444
        0.504     310.432
        0.504     310.432
        0.504     310.432
        0.504     310.432
        0.504     310.432
        0.497     327.087
        0.497     327.087
        0.364     490.667
        0.509     292.220
        0.407     195.993
        0.407     195.993
        0.464     375.032
        0.464     375.032
        0.464     375.032
        0.279     601.545
        0.279     601.545
        0.282     596.699
        0.282     596.699
        0.214     711.294
        0.342     516.928
        0.342     516.928
        0.366     488.021
        0.366     488.021
        0.410     438.188
        0.502     316.317
        0.502     316.317
        0.405     195.118
        0.337     174.310
        0.402     447.639
        0.506     304.735
        0.506     304.735
        0.319     169.508
        0.319     169.508
        0.319     169.508
        0.319     169.508
        0.477     358.280
        0.477     358.280
        0.477     358.280
        0.477     358.280
        0.477     358.280
        0.477     358.280
        0.477     358.280
        0.500     321.117
        0.500     321.117
        0.500     321.117
        0.500     321.117
        0.500     321.117
        0.491     243.356
        0.492     336.212
        0.492     336.212
        0.504     261.048
        0.504     261.048
        0.500     321.701
        0.500     321.701
        0.232     677.531
        0.221     696.068
        0.481     233.798
        0.449     393.834
        0.442     401.507
        0.442     401.507
        0.442     401.507
        0.442     401.507
        0.493     335.061
        0.493     335.061
        0.493     335.061
        0.173     801.375
        0.123     954.605
        0.398     192.573
        0.465     374.014
        0.465     374.014
        0.465     374.014
        0.484     236.428
        0.494     332.495
        0.494     332.495
        0.509     285.433
        0.193     754.420
        0.317     548.909
        0.317     548.909
        0.317     548.909
        0.317     548.909
        0.317     548.909
        0.317     548.909
        0.506     265.711
        0.415     431.996
        0.495     247.001
        0.495     247.001
        0.386     464.731
        0.388     463.195
        0.388     463.195
        0.382     469.567
        0.506     305.975
        0.506     305.975
        0.506     305.975
        0.506     305.975
        0.506     305.975
        0.506     305.975
        0.477     230.430
        0.363     492.301
        0.363     492.301
        0.363     492.301
        0.416     199.297
        0.416     199.297
        0.416     199.297
        0.509     289.073
        0.509     289.073
        0.346     176.616
        0.346     176.616
        0.388     463.013
        0.388     463.013
        0.446     396.954
        0.486     238.443
        0.486     238.443
        0.486     238.443
        0.486     238.443
        0.486     238.443
        0.486     238.443
        0.456     217.511
        0.456     217.511
        0.456     217.511
        0.456     217.511
        0.252     642.708
        0.206     726.870
        0.285     592.584
        0.300     571.561
        0.300     571.561
        0.509     288.299
        0.372     481.810
        0.357     499.491
        0.357     499.491
        0.357     499.491
        0.504     311.953
        0.289     586.501
        0.136     906.620
        0.204     730.054
        0.204     730.054
        0.204     730.054
        0.509     276.171
        0.442     401.403
        0.442     401.403
        0.442     401.403
        0.442     401.403
        0.210     717.439
        0.414     433.181
        0.507     270.467
        0.270     615.106
        0.426     203.059
        0.434     410.314
        0.434     410.314
        0.474     228.861
        0.491     337.298
        0.491     337.298
        0.279     601.092
        0.283     595.023
        0.283     595.023
        0.369     485.084
        0.369     485.084
        0.289     586.597
        0.289     586.597
        0.289     586.597
        0.289     586.597
        0.344     514.604
        0.307     166.618
        0.449     393.313
        0.449     393.313
        0.449     393.313
        0.509     275.440
        0.398     192.475
        0.427     418.618
        0.507     303.452
        0.507     303.452
        0.507     303.452
        0.507     303.791
        0.507     303.791
        0.439     405.355
        0.439     405.355
        0.503     259.163
        0.503     259.163
        0.487     343.575
        0.300     164.992
        0.360     495.769
        0.360     495.769
        0.360     495.769
        0.263     624.791
        0.124     949.093
        0.124     949.093
        0.139     898.892
        0.388     189.277
        0.413     434.794
        0.413     434.794
        0.413     434.794
        0.420     426.528
        0.420     426.528
        0.509     287.339
        0.500     321.949
        0.500     321.949
        0.490     242.107
        0.490     242.107
        0.464     375.540
        0.422     424.058
        0.214     710.715
        0.328     534.708
        0.328     534.708
        0.328     534.708
        0.504     312.325
        0.504     312.325
        0.504     312.325
        0.293     581.118
        0.293     581.118
        0.293     581.118
        0.293     581.118
        0.207     723.847
        0.207     723.847
        0.207     723.847
        0.506     304.620
        0.506     304.620
        0.432     412.592
        0.478     357.530
        0.478     357.530
        0.478     357.530
        0.458     218.296
        0.497     326.874
        0.497     326.874
        0.170     808.397
        0.157     843.739
        0.122     957.841
        0.371     482.752
        0.494     332.345
        0.494     332.345
        0.494     332.345
        0.497     249.350
        0.497     249.350
        0.497     249.350
        0.509     291.228
        0.509     291.228
        0.509     291.228
        0.467     371.695
        0.413     198.013
        0.413     198.013
        0.370     183.484
        0.505     262.396
        0.505     262.396
        0.137     132.180
        0.470     367.266
        0.320     545.179
        0.320     545.179
        0.320     545.179
        0.489     241.085
        0.500     321.380
        0.500     321.380
        0.509     280.911
        0.509     280.911
        0.422     424.544
        0.217     704.849
        0.131     925.716
        0.130     930.478
        0.200     739.502
        0.412     436.220
        0.412     436.220
        0.412     436.220
        0.429     416.670
        0.429     416.670
        0.429     416.670
        0.429     416.670
        0.429     416.670
        0.429     416.670
        0.506     265.160
        0.402     446.857
        0.402     446.857
        0.252     642.953
        0.298     573.828
        0.143     886.701
        0.293     580.747
        0.276     605.744
        0.285     161.487
        0.285     161.487
        0.265     622.385
        0.265     622.385
        0.265     622.385
        0.499     323.946
        0.499     323.946
        0.388     189.132
        0.509     286.527
        0.308     166.839
        0.405     195.105
        0.405     195.105
        0.373     480.061
        0.373     480.061
        0.126     944.438
        0.361     494.719
        0.361     494.719
        0.451     391.012
        0.451     391.012
        0.451     391.012
        0.451     391.012
        0.451     391.012
        0.509     281.230
        0.509     281.230
        0.509     287.979
        0.509     287.979
        0.469     369.525
        0.509     289.113
        0.509     289.113
        0.509     289.113
        0.509     289.113
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.508     296.741
        0.291     584.470
        0.291     584.470
        0.291     584.470
        0.291     584.470
        0.126     942.417
        0.453     389.190
        0.398     451.904
        0.398     451.904
        0.398     451.904
        0.401     448.242
        0.328     534.246
        0.473     363.992
        0.413     198.123
        0.213     146.293
        0.422     424.453
        0.422     424.453
        0.413     435.063
        0.413     435.063
        0.413     435.063
        0.191     758.086
        0.345     176.458
        0.396     453.570
        0.334     527.098
        0.370     483.501
        0.370     483.501
        0.370     483.501
        0.509     282.416
        0.254     638.867
        0.216     706.547
        0.219     701.427
        0.239     664.951
        0.239     664.951
        0.270     614.842
        0.194     751.018
        0.335     525.962
        0.335     525.962
        0.496     328.166
        0.496     328.166
        0.496     328.166
        0.496     328.166
        0.507     303.901
        0.302     165.415
        0.391     459.710
        0.507     301.193
        0.477     230.469
        0.477     230.469
        0.477     230.469
        0.477     230.469
        0.477     230.469
        0.477     230.469
        0.458     382.364
        0.200     739.325
        0.201     736.820
        0.504     310.958
        0.507     301.793
        0.507     301.793
        0.373     184.380
        0.422     424.844
        0.422     424.844
        0.422     424.844
        0.422     424.844
        0.446     212.036
        0.446     212.036
        0.446     212.036
        0.507     268.193
        0.138     902.345
        0.182     780.083
        0.263     624.668
        0.444     398.864
        0.376     476.433
        0.376     476.433
        0.376     476.433
        0.355     501.050
        0.121     961.459
        0.239     664.006
        0.248     648.517
        0.425     202.906
        0.425     202.906
        0.508     298.271
        0.508     298.271
        0.495     247.434
        0.295     578.685
        0.426     203.025
        0.382     470.187
        0.335     526.235
        0.358     497.346
        0.275     606.698
        0.474     362.434
        0.474     362.434
        0.155     135.329
        0.502     257.221
        0.181     780.783
        0.181     780.783
        0.424     422.725
        0.424     422.725
        0.424     422.725
        0.509     286.846
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
        0.509     292.982
